name,price,color,size,description,image,url
"Selectable Pocket Series Refill For A5 Wide, 4 Pockets, 2 Sheets",AED 19.00,Clear,,This refill is suitable for storing acrylic stands and acrylic key chains. It is made of a highly transparent material that is resistant to damage to the contents inside. The pocket has a flap to prevent items from falling out.,https://media.alshaya.com/adobe/assets/urn:aaid:aem:bef622e7-5ab2-4e61-88c0-964561126702/as/SK-J-4550583766801.jpg?width=638&height=638&preferwebp=true,https://www.muji.ae/en/buy-selectable-pocket-series-refill-a5-wide-4-pockets-2-sheets-clear.html
"Acrylic Landscape Magnetic Photo Frame, 120 X 24 X 273 Mm, Clear",AED 79.00,Clear,,The magnetic frame landscape is a clear picture frame that features panels of super clear acrylic which are held together by four strong magnets. This unobtrusive frame is designed with a minimalistic pattern that boosts the beauty of the framed picture. This frame is used in landscape mode and comes in a dimension of 12cm x 24cm x 23.7cm. Photos can be easily secured between the panels and are also easy to change.,https://media.alshaya.com/adobe/assets/urn:aaid:aem:c3497a6b-1354-4ef4-9654-c3735432e4f5/as/SK-J-4550002571245.jpg?width=638&height=638&preferwebp=true,https://www.muji.ae/en/buy-acrylic-landscape-magnetic-photo-frame-120-x-24-x-273-mm-clear-clear.html
"Acrylic Necklace/Pierced Earring Stand, W 6.7 X D 13 X H 25 Cm",AED 175.00,Clear,,"Organize and display earrings, studs, bracelets, and necklaces in this acrylic necklace/pierced earring stand that is well balanced with a contemporary style and elegant design. This stand type storage system is designed to fit in any dresser, nightstand, or vanity and allows you to hang and store necklaces and earrings easily. Featuring a dimension of W 6.7 x D 13 x H 25 cm this stand comes in a clear finish that makes it easy to look at the contents. Made of premium material acrylic resin it is durable and long-lasting.",https://media.alshaya.com/adobe/assets/urn:aaid:aem:5581f951-b957-4ab5-a251-5518868b3ec2/as/SK-J-4548718958207.jpg?width=638&height=638&preferwebp=true,https://www.muji.ae/en/buy-acrylic-necklacepierced-earring-stand-w-67-x-d-13-x-h-25-cm-clear.html
"Acrylic Partition Shelf, W 26 X D 17.5 X H 16 Cm, L",AED 99.00,,,"Minimalistic design, curved edges, and elegant style make this acrylic partition shelf can be the centrepiece of attraction that is also highly functional. This L-size partition shelf can be used depending on the height of the storage goods. By arranging products on the top and bottom of the store, you may enhance storage capacity and make effective use of space. Durable and long-lasting, it is made from acrylic resin in the finest quality that ensures better performance and long-lasting utility.",https://media.alshaya.com/adobe/assets/urn:aaid:aem:ad6c9c8b-2433-4423-a8da-9bfe848e07ce/as/SK-J-4547315919840.jpg?width=638&height=638&preferwebp=true,https://www.muji.ae/en/buy-acrylic-partition-shelf-w-26-x-d-175-x-h-16-cm-l-clear.html
"Acrylic Case, 5 Steps Horizontal, Approx. W 25.5 X D 17 X H 16 Cm",AED 349.00,Clear,,"Organize your items and supplies separated in one convenient location using the acrylic case, a high-end utility case for home or office. This easy to use storage case allows you to identify the contents from the outside making it ideal for various purposes. It can be stacked, but the standard is up to 2 levels. It comes in a dimension of W 25.5 x D 17 x H 16 cm in a clear finish that helps to identify the contents inside easily. The acrylic resin ensures durability and long-lasting utility.",https://media.alshaya.com/adobe/assets/urn:aaid:aem:16634a69-9f36-4f17-85a5-d1a80ffef7d6/as/SK-J-4547315915491.jpg?width=638&height=638&preferwebp=true,https://www.muji.ae/en/buy-acrylic-case-5-steps-horizontal-approx-w-255-x-d-17-x-h-16-cm-clear.html
"Acrylic Partition Shelf, W 26 X D 17.5 X H 10 Cm, S",AED 79.00,,,"Providing you with the best space-saving, this acrylic partition shelf is great for keeping or displaying cosmetics, books, or other display items. This S-size partition shelf adjusts to the height of the items being kept. You may increase your storage capacity and make good use of space by placing products at the top and bottom of the shelf. Offering the best utility, it is made from high-quality acrylic resin for a shining and lustrous finish without compromising on durability.",https://media.alshaya.com/adobe/assets/urn:aaid:aem:96ff6410-6a01-4a4f-8326-4310e2936429/as/SK-J-4547315919833.jpg?width=638&height=638&preferwebp=true,https://www.muji.ae/en/buy-acrylic-partition-shelf-w-26-x-d-175-x-h-10-cm-s-clear.html
"Stackable Acrylic Storage Case With 2 Layered Lid Drawer, Clear, 175 X 130 X 95 Mm",AED 175.00,,,"Keep your priced collection and essentials conveniently in this acrylic case w/lid 2rows. Ideal to display makeup and cosmetics collections in the transparent acrylic case, this overlapping acrylic case comes with a two-stage lid drawer for convenient utility. The top lid and the bottom drawer type helps to store conveniently. You can use the velour inner box partition, lattice-type or vertical type, as per your need.",https://media.alshaya.com/adobe/assets/urn:aaid:aem:e3218d76-255d-468c-b5e8-dca9b38286c9/as/SK-J-4945247380965.jpg?width=638&height=638&preferwebp=true,https://www.muji.ae/en/buy-stackable-acrylic-storage-case-2-layered-lid-drawer-clear-175-x-130-x-95-mm-clear.html
"Steel Monitor Stand With Drawer, Wide ,Dark Grey",AED 249.00,Dark Grey,,"Made from a single, sturdy steel plate, this sleek monitor stand is both functional and durable. It features ample space underneath to accommodate a full‐size keyboard (approx. 497 mm width). The stand includes two drawers, which can be organized further using the separately sold Polypropylene Desk Storage Organizer Box. A gap at the top allows for easy cable management around your monitor.",https://media.alshaya.com/adobe/assets/urn:aaid:aem:23cdfdfb-8c31-4af5-8531-7f755e933782/as/SK-J-4550583767136.jpg?width=638&height=638&preferwebp=true,https://www.muji.ae/en/buy-steel-monitor-stand-drawer-wide-dark-grey-dark-grey.html
"Acrylic Double Necklace And Earrings Case, W 17.5 X D 8.8 X H 25 Cm",AED 299.00,Transparent,,Compact design of this acrylic double necklace and earrings case allows you to store and display your jewellery collections. It is designed as a double-page spread case that can be used to hang necklaces and earrings. This case features a dimension of 17.5 x 8.8 x 25 cm. The transparent finish helps to display the jewellery beautifully. It is designed from high standard methacrylic resin that extends a smooth texture and better durability.,https://media.alshaya.com/adobe/assets/urn:aaid:aem:edfdd440-49b9-468d-a097-84facf13e546/as/SK-J-4549738671480.jpg?width=638&height=638&preferwebp=true,https://www.muji.ae/en/buy-acrylic-double-necklace-and-earrings-case-w-175-x-d-88-x-h-25-cm-transparent.html
"Viewable-At-Once Card File, 12 Pockets",AED 19.00,Clear,,"Show off your collection with this 12-pocket folding card file, which can be opened up in one quick action, displaying all of your postcards at once for easy viewing. It can hold standard size postcards (L14.8 x W10""). Open it with ease by holding the front and back covers with both hands, pulling them apart diagonally.",https://media.alshaya.com/adobe/assets/urn:aaid:aem:b2aee8d8-1336-41ad-a5b2-2ca4fd44fed8/as/SK-J-4550583767037.jpg?width=638&height=638&preferwebp=true,https://www.muji.ae/en/buy-viewable-once-card-file-12-pockets-clear.html
"Acrylic Case, 3 Steps Horizontal, Approx. W 25.5 X D 17 X H 10 Cm",AED 249.00,Clear,,"Easy to clean, durable, and stylish, the acrylic case is a stylish showcase piece that is also functional to hold and store various items. An easy-to-use storage case with a clear exterior that successfully solves the problem of recognising the contents kept inside. It may be used for several purposes. Easy to stack for added storage, it may, however, be stacked to a maximum of two levels. Featuring a dimension of W 25.5 x D 17 x H 10 cm and made from acrylic resin",https://media.alshaya.com/adobe/assets/urn:aaid:aem:2b161184-5a90-48d0-99f7-8ee32f5291e1/as/SK-J-4547315915507.jpg?width=638&height=638&preferwebp=true,https://www.muji.ae/en/buy-acrylic-case-3-steps-horizontal-approx-w-255-x-d-17-x-h-10-cm-clear.html
"Planted Tree Paper Bleed Proof Notebook Set Of 5, B5, 6 Mm",AED 35.00,Beige,,"Even if you write with a highlighter or ballpoint pen, it is a notebook that is difficult to slip through. It is convenient to use it separately by subject by the color of the spine cloth.",https://media.alshaya.com/adobe/assets/urn:aaid:aem:d2f478ea-2db0-4797-adc6-368da64e0778/as/SK-J-4550583805104.jpg?width=638&height=638&preferwebp=true,https://www.muji.ae/en/buy-planted-tree-paper-bleed-proof-notebook-set-5-b5-6-mm-beige.html
Compact Pen 0.5 Mm,AED 12.00,Yellow,,Compact Pen 0.5 mm,https://media.alshaya.com/adobe/assets/urn:aaid:aem:ba5f9684-9bfc-4e40-ba01-202b0d8f1037/as/SK-J-4550512363842.jpg?width=638&height=638&preferwebp=true,https://www.muji.ae/en/buy-compact-pen-05-mm-yellow.html
Compact Pen 0.5 Mm,AED 12.00,BROWN,,Compact Pen 0.5 mm,https://media.alshaya.com/adobe/assets/urn:aaid:aem:e7a1eb20-48fb-4ec3-ad1e-8a38905eefb2/as/SK-J-4550512363835.jpg?width=638&height=638&preferwebp=true,https://www.muji.ae/en/buy-compact-pen-05-mm-brown.html
Compact Pen 0.5 Mm,AED 12.00,Grey,,Compact Pen 0.5 mm,https://media.alshaya.com/adobe/assets/urn:aaid:aem:4cb0c2ba-ba41-45f4-a60c-8779bb2a9517/as/SK-J-4550512363811.jpg?width=638&height=638&preferwebp=true,https://www.muji.ae/en/buy-compact-pen-05-mm-grey.html
"Acrylic Stand For Glasses, W 6.7 X D 17.5 X H 25 Cm",AED 249.00,Clear,,"Keep glasses, sunglasses, readers, and accessories separated, organized and free from scratching with this acrylic stand for glasses that are designed in an exclusive space-saving, vertical storage. This stand-type storage allows you to store glasses and small items in a 4-stage drawer. The drawers can be installed in an either vertical or horizontal orientation by changing the orientation of the drawers. Stacking guideline up to 3 levels. The clear transparent texture allows you to see the contents. By combining inner boxes and partition, you can store small items that are easily confused while sorting them.",https://media.alshaya.com/adobe/assets/urn:aaid:aem:83a09f27-aac3-440c-82cf-6c82d8e10415/as/SK-J-4934761174280.jpg?width=638&height=638&preferwebp=true,https://www.muji.ae/en/buy-acrylic-stand-glasses-w-67-x-d-175-x-h-25-cm-clear.html
"Nylon Mesh Pen Case With Gusset, W 18.5 X H5 X Gusset 4 Cm",AED 29.00,Pink,,It is made of a light and durable mesh material that is easy to manage and see the contents.,https://media.alshaya.com/adobe/assets/urn:aaid:aem:d8664fd7-ba8e-4ef3-ac5f-fdf58964de42/as/SK-J-4550583767518.jpg?width=638&height=638&preferwebp=true,https://www.muji.ae/en/buy-nylon-mesh-pen-case-gusset-w-185-x-h5-x-gusset-4-cm-pink.html
"Bamboo Paper Petit Envelope Polar Bear, 3 Pcs",AED 9.00,Natural,,"It is made from paper that is 100% made from bamboo harvested from Japanese bamboo forests, and features motifs of endangered animals.",https://media.alshaya.com/adobe/assets/urn:aaid:aem:2f86631b-de3f-4da4-978b-a48fd0733612/as/SK-J-4550512979135.jpg?width=638&height=638&preferwebp=true,https://www.muji.ae/en/buy-bamboo-paper-petit-envelope-polar-bear-3-pcs-natural.html
Bamboo Paper Petit Envelope Polar Bear,AED 12.00,Natural,,"It is made from paper that is 100% made from bamboo harvested from Japanese bamboo forests, and features motifs of endangered animals. It can hold bills without folding them, and is the perfect size to hold a ""tanzaku-style memo pad"" (sold separately).",https://media.alshaya.com/adobe/assets/urn:aaid:aem:99384edb-0053-4eff-8cf9-268e646a9c9e/as/SK-J-4550512979166.jpg?width=638&height=638&preferwebp=true,https://www.muji.ae/en/buy-bamboo-paper-petit-envelope-polar-bear-natural.html
"Notebook 7 Mm Horizontal Lines, B5, 30 Sheets",AED 19.00,Beige,,"It is made using a binding method that eliminates unnecessary processing and decoration and binds the book with thread. The cover is plain and the text has no top, bottom, left or right, so it can be used from any angle.",https://media.alshaya.com/adobe/assets/urn:aaid:aem:a77c6e12-1614-47d6-aa84-a9c769c92c2f/as/SK-J-4550583766962.jpg?width=638&height=638&preferwebp=true,https://www.muji.ae/en/buy-notebook-7-mm-horizontal-lines-b5-30-sheets-beige.html
"Planted Tree Paper Bleed Proof Notebook, Set Of 5, 7 Mm",AED 35.00,Beige,,"Horizontal Lines , This is a notebook with minimal bleed through, at least on the back, using a highlighter or ballpoint pen. The ends are colored differently, making it easy to distinguish them by purpose.",https://media.alshaya.com/adobe/assets/urn:aaid:aem:a04347ed-87cd-42ff-a476-4cc712d0d3e4/as/SK-J-4550583766931.jpg?width=638&height=638&preferwebp=true,https://www.muji.ae/en/buy-planted-tree-paper-bleed-proof-notebook-set-5-7-mm-beige.html
Bamboo Paper Petit Envelope Red Panda,AED 12.00,Natural,,"It is made from paper that is 100% made from bamboo harvested from Japanese bamboo forests, and features motifs of endangered animals. It can hold bills without folding them, and is the perfect size to hold a ""tanzaku-style memo pad"" (sold separately).",https://media.alshaya.com/adobe/assets/urn:aaid:aem:d0b5c7bd-191e-4f44-9fb3-6fd2b73966e7/as/SK-J-4550512979173.jpg?width=638&height=638&preferwebp=true,https://www.muji.ae/en/buy-bamboo-paper-petit-envelope-red-panda-natural.html
"Bamboo Paper Petit Envelope Giant Panda, 3 Pcs",AED 9.00,Natural,,"It is made from paper that is 100% made from bamboo harvested from Japanese bamboo forests, and features motifs of endangered animals.",https://media.alshaya.com/adobe/assets/urn:aaid:aem:16870145-6c8b-4928-9440-f0fcd378a7e5/as/SK-J-4550512979128.jpg?width=638&height=638&preferwebp=true,https://www.muji.ae/en/buy-bamboo-paper-petit-envelope-giant-panda-3-pcs-natural.html
"Selectable Pocket Series Refill For A4 Wide, 12 Pockets, 2 Sheets",AED 19.00,Clear,,This refill is suitable for storing button badges (57mm in diameter) and acrylic keychains. It uses a highly transparent material that prevents items inside from getting scratched. The pocket includes a flap to prevent items from falling out.,https://media.alshaya.com/adobe/assets/urn:aaid:aem:6efc6fe7-4d79-48fd-bee8-4c68e6c0d279/as/SK-J-4550583766733.jpg?width=638&height=638&preferwebp=true,https://www.muji.ae/en/buy-selectable-pocket-series-refill-a4-wide-12-pockets-2-sheets-clear.html
With Slider Non-Bulky Pocket Holder,AED 25.00,Clear,,"Show off your collection with this 8-pocket file with a slider, so the items in the pockets do not fall out. Great for keychains, pins, badges, stickers, acrylic standees or photo cards. The strap can be secured horizontally or vertically on the holder.The large pockets are L9.3 x W3.9"", while the small pockets are L4.5 x W3.9"".",https://media.alshaya.com/adobe/assets/urn:aaid:aem:352140ef-bcfa-4765-bc4a-1149c3665d67/as/SK-J-4550583767068.jpg?width=638&height=638&preferwebp=true,https://www.muji.ae/en/buy-slider-non-bulky-pocket-holder-clear.html
"Selectable Pocket Series Refill For A5 Wide, 6 Pockets, 2 Sheets",AED 25.00,Clear,,This refill is suitable for holding a can badge (57mm in diameter) or an acrylic key ring. High transparency matetial were used to prevent damage to items placed inside. The pockets come with flaps to prevent items from falling out,https://media.alshaya.com/adobe/assets/urn:aaid:aem:4cb79b98-5c5e-41b7-84d0-7b65b18b05b9/as/SK-J-4550583766825.jpg?width=638&height=638&preferwebp=true,https://www.muji.ae/en/buy-selectable-pocket-series-refill-a5-wide-6-pockets-2-sheets-clear-0.html
"Polypropylene Stand File Box, W10 X D27.6 X H31.8cm, A4, Clear",AED 35.00,Clear,,"Great for office desk, this polypropylene stand file box make it look more professional and organized. Ideally designed to organize A4 wide size files, it is also convenient to retrieve them with ease. It is finished colourless without using pigments in a clear construction that does not look obviously odd amidst your office decor. Its sturdy structure is stable enough to withstand heavy usage.",https://media.alshaya.com/adobe/assets/urn:aaid:aem:76ab6f9d-c125-4706-b4f4-fd0e50f89b9f/as/SK-J-4550344902738.jpg?width=638&height=638&preferwebp=true,https://www.muji.ae/en/buy-polypropylene-stand-file-box-w10-x-d276-x-h318cm-a4-clear-clear.html
"Binder, 26 Rings, B5, Beige",AED 35.00,Beige,,"The versatility of this binder beats its performance and utility. Considered for its use in keeping documents and paper safe, this binder is preferred by organizations, schools, and institutions. It is designed to keep track of the bills and other payment invoice neat arranged and organized. The beige colour makes this binder with 26 rings look more professional to showcase at a meeting or conference.",https://media.alshaya.com/adobe/assets/urn:aaid:aem:a271ae31-34e6-4eef-a09e-84a4dd843d49/as/SK-J-4550182110036.jpg?width=638&height=638&preferwebp=true,https://www.muji.ae/en/buy-binder-26-rings-b5-beige-beige.html
"Stackable Acrylic Storage Case With 2 Layered Drawer, W 25.5 X D 17 X H 9.5 Cm",AED 249.00,,,"Stackable Acrylic Storage Case with 2 Layered Drawer, W25.5 x D17 x H9.5 cm",https://media.alshaya.com/adobe/assets/urn:aaid:aem:07eda77d-b9f4-4bfc-bed4-2793563669ce/as/SK-J-4550182998283.jpg?width=638&height=638&preferwebp=true,https://www.muji.ae/en/buy-stackable-acrylic-storage-case-2-layered-drawer-w-255-x-d-17-x-h-95-cm-clear.html
"2 Rows Acrylic Case With Lid, W 25.5 X D 17 X H 9.5 Cm, L",AED 249.00,Clear,,"2 Rows Acrylic Case with Lid, W25.5 x D17 x H9.5 cm, L",https://media.alshaya.com/adobe/assets/urn:aaid:aem:231b9de5-8b47-44a6-b21f-3dbbe9c708b2/as/SK-J-4550182998290.jpg?width=638&height=638&preferwebp=true,https://www.muji.ae/en/buy-2-rows-acrylic-case-lid-w-255-x-d-17-x-h-95-cm-l-clear.html
"Paper Notebook , 6mm , A5 , 30 Sheets",AED 9.00,Beige,,"Paper Notebook, 6 mm, A5, 30 Sheets",https://media.alshaya.com/adobe/assets/urn:aaid:aem:f7d79d98-8ee1-4357-9e94-5ad2afb75e37/as/SK-J-4550182109405.jpg?width=638&height=638&preferwebp=true,https://www.muji.ae/en/buy-paper-notebook-6mm-a5-30-sheets-beige.html
Planting Tree Paper - Double Ring Notebook,AED 15.00,,,Planting Tree Paper - Double Ring Notebook,https://media.alshaya.com/adobe/assets/urn:aaid:aem:aa172c9d-29da-4d4d-98e5-6363087b65c5/as/SK-J-4547315040148.jpg?width=638&height=638&preferwebp=true,https://www.muji.ae/en/buy-planting-tree-paper-double-ring-notebook-beige.html
Wirebound Notebook / Plain / Beige,AED 15.00,Beige,,Wirebound Notebook / Plain / Beige,https://media.alshaya.com/adobe/assets/urn:aaid:aem:eca73e49-308b-4f2e-b90e-aa6a83c9b825/as/SK-J-4550182108743.jpg?width=638&height=638&preferwebp=true,https://www.muji.ae/en/buy-wirebound-notebook-plain-beige-beige.html
"Paper Plain Wirebound Notebook, 80 Sheets, B6, Beige",AED 19.00,Beige,,"Ideal for students or professionals, this paper plain wirebound notebook is perfect for office, school and all other writing needs. Designed with a double ring, this notebook can be folded back 360 degrees, making it convenient to write on both sides. It can be used from either up, down, left or right. The B6 size is ideal for taking quick notes and convenient to carry too.",https://media.alshaya.com/adobe/assets/urn:aaid:aem:0e7d12d8-ba83-4180-a180-bc166866bcfd/as/SK-J-4550182108682.jpg?width=638&height=638&preferwebp=true,https://www.muji.ae/en/buy-paper-plain-wirebound-notebook-80-sheets-b6-beige-beige.html
Open-Flat Notebook,AED 35.00,Black,,Open-Flat Notebook,https://media.alshaya.com/adobe/assets/urn:aaid:aem:92ee4a4c-361a-4ac6-a610-a881d50768d4/as/SK-J-4550002185237.jpg?width=638&height=638&preferwebp=true,https://www.muji.ae/en/buy-open-flat-notebook-black.html
"Water-Based Felt-Tip Pen, Ash Grey",AED 12.00,Ash Grey,,"With rapid dry ink and ergonomic grip, this water-based felt-tip pen is comfortable and non-slip, so you won\'t get weary of using them for long periods of time. The barrel is slim and lightweight, perfect for slipping in your pen case without adding too much bulk. Don\'t go for the silver when you have this wonderful shade of ash grey that shall play more than that.",https://media.alshaya.com/adobe/assets/urn:aaid:aem:64d1b885-25b2-4742-bb9f-2c072747bfe1/as/SK-J-4550182914177.jpg?width=638&height=638&preferwebp=true,https://www.muji.ae/en/buy-water-based-felt-tip-pen-ash-grey-ash-grey.html
"Water-Based Felt-Tip Pen, Greyish Cyan",AED 12.00,Greyish Cyan,,"With a fine writing tip, the water-based felt-tip pen can be readily used at a number of places where fine writing or drawing is required. We have a wide variety of calm neutral colours. The smooth writing taste lasts for a long time. The quick-drying, water-based ink resists smearing and offers a smooth impression on whatever medium you use it on. Make it more visually appealing with the greyish cyan colour rather than making them just bright.",https://media.alshaya.com/adobe/assets/urn:aaid:aem:91d6f73a-52aa-4b8b-842d-6f2281db0eb4/as/SK-J-4550182914146.jpg?width=638&height=638&preferwebp=true,https://www.muji.ae/en/buy-water-based-felt-tip-pen-greyish-cyan-greyish-cyan.html
"Water-Based Felt-Tip Pen, Lilac",AED 12.00,Lilac,,"Express your creativity with this water-based felt-tip pen that is just perfect to highlight the required information or doodle an artwork. With an advanced formula, the water-based ink won’t bleed through paper so that your writing stays elegant. The quick-drying ink dries quickly and won\'t spread, leaving your books or paintings looking neat and tidy. Imagination is unlimited with the lilac colour, the trendsetter of the creative game.",https://media.alshaya.com/adobe/assets/urn:aaid:aem:f4dd63bd-3068-42ba-8646-a40e2cc7ec40/as/SK-J-4550182914191.jpg?width=638&height=638&preferwebp=true,https://www.muji.ae/en/buy-water-based-felt-tip-pen-lilac-lilac.html
"Water-Based Felt-Tip Pen, Black",AED 12.00,Black,,"Ideally suited for fine writing, the water-based felt-tip pen is great for precise drawing as well. The quick-drying ink will not be smeared, keeping your books or paintings clean and tidy. The fade-resistant black colour ink is ideal for outlining or a dark constructive writing experience. It dries quickly and works great on dark and light surfaces.",https://media.alshaya.com/adobe/assets/urn:aaid:aem:bc4216e0-5a49-4f42-83b1-517c8f6a0a71/as/SK-J-4550182914108.jpg?width=638&height=638&preferwebp=true,https://www.muji.ae/en/buy-water-based-felt-tip-pen-black-black.html
"Double Ring Plain Notebook, 80 Sheets, A5, Beige",AED 25.00,Beige,,"The double ring plain notebook adds a professional look that suits the boardrooms and conferences. It features a double ring that can be folded back 360 degrees so that you can use the notebook from up, down, left or right. Easy to flip and write conveniently on both sides, this note is the right choice for taking notes in your class.",https://media.alshaya.com/adobe/assets/urn:aaid:aem:5c0d9a6a-2396-41f7-9763-95c653f2cf20/as/SK-J-4550182109344.jpg?width=638&height=638&preferwebp=true,https://www.muji.ae/en/buy-double-ring-plain-notebook-80-sheets-a5-beige-beige.html
"Double Ring Plain Notebook, 80 Sheets, B6, Dark Grey",AED 19.00,Dark Grey,,"The double ring plain notebook adds a professional look that suits the boardrooms and conferences. It features a double ring that can be folded back 360 degrees so that you can use the notebook from up, down, left or right. Easy to flip and write conveniently on both sides, this note is the right choice for taking notes in your class.",https://media.alshaya.com/adobe/assets/urn:aaid:aem:90717291-715a-4c8a-80c1-ff0e3f54c4d6/as/SK-J-4550182108569.jpg?width=638&height=638&preferwebp=true,https://www.muji.ae/en/buy-double-ring-plain-notebook-80-sheets-b6-dark-grey-dark-grey.html
"Nylon Mesh Case With Pocket, B6, Grey",AED 29.00,Grey,,"This Nylon mesh pouch with a pocket can be used at home or office. This grey-coloured pouch not only helps to keep the certificates and documents safe but also to organizer them well. Made of high-quality nylon mesh fabric for prolonged use, it is also convenient to see the contents and manage them easily. The inner pocket in this B6 pouch makes it convenient to store notepads and office accessories.",https://media.alshaya.com/adobe/assets/urn:aaid:aem:71b19211-5b86-437d-b87e-ebea67ea2dee/as/SK-J-4550182263695.jpg?width=638&height=638&preferwebp=true,https://www.muji.ae/en/buy-nylon-mesh-case-pocket-b6-grey-grey.html
"Woodfree Schedule Planner Notebook, 15 Months/65 Weeks, A5, Natural",AED 39.00,Natural,,"Make your life easy with the schedule notebook that lets you organize your work and schedule your task list. Made from neutral planted wood, this A5 size schedule planner notebook has 65 weeks and 15 months. You can design your own task list from any page since it comes without dates. The special flat binding makes it easy to open and write on both sides with comfort.",https://media.alshaya.com/adobe/assets/urn:aaid:aem:52560242-e41c-407c-a5fc-62442fe83f68/as/SK-J-4550002861278.jpg?width=638&height=638&preferwebp=true,https://www.muji.ae/en/buy-woodfree-schedule-planner-notebook-15-months65-weeks-a5-natural-natural.html
"Selectable Pocket Series Refill For A5 Wide, 6 Pockets, 2 Sheets",AED 19.00,Clear,,"This refill is suitable for storing can badges (diameter 76 mm, diameter 57 mm). It is made of a highly transparent material that does not easily damage the contents. The pocket has a flap to prevent items from falling out.",https://media.alshaya.com/adobe/assets/urn:aaid:aem:20da4b59-78d8-4f90-9af1-0b23a4cead00/as/SK-J-4550583766818.jpg?width=638&height=638&preferwebp=true,https://www.muji.ae/en/buy-selectable-pocket-series-refill-a5-wide-6-pockets-2-sheets-clear.html
"Selectable Pocket Series Refill For A4 Wide, 9 Pockets, 12 Sheets",AED 19.00,Clear,,This refill is suitable for postcards (100 x 148 mm). Made of highly transparent material. Can also be stored in an inner sleeve.,https://media.alshaya.com/adobe/assets/urn:aaid:aem:e1231969-3ae1-4980-9acc-8fc06246abe3/as/SK-J-4550583766771.jpg?width=638&height=638&preferwebp=true,https://www.muji.ae/en/buy-selectable-pocket-series-refill-a4-wide-9-pockets-12-sheets-clear.html
Selectable Pocket Collection Binder A4 Wide,AED 49.00,White,,"This is a binder of ""Pocket Selectable Series Exclusive Refill for A4 Wide"". You can swap refills and customize them to your liking. The cover has been thickened so that trading cards and badges can be securely stored. The ring can be opened and closed with one hand. * Separately sold ""A4 size refill for binder"" can also be used.",https://media.alshaya.com/adobe/assets/urn:aaid:aem:7b91c952-eb31-4613-9bed-5227dfeaf19b/as/SK-J-4550583766689.jpg?width=638&height=638&preferwebp=true,https://www.muji.ae/en/buy-selectable-pocket-collection-binder-a4-wide-white.html
"Steel Divided Stand 3 Compartments, Dark Grey",AED 79.00,Dark Grey,,"It is a divider stand made of durable steel. Since it is heavy, it can be used stably even if you put books, magazines, laptops, etc. on it. The height is aligned so that it is easy to use side by side with the ""Steel Monitor Stand"".",https://media.alshaya.com/adobe/assets/urn:aaid:aem:c61d23ca-b6b9-49ee-bc41-7e8f44f2545c/as/SK-J-4550583767150.jpg?width=638&height=638&preferwebp=true,https://www.muji.ae/en/buy-steel-divided-stand-3-compartments-dark-grey-dark-grey.html
"Viewable-At-Once Card File, 15 Pockets",AED 15.00,Clear,,This card file can be opened quickly with one action and you can view all your cards at once. It can hold standard size (63 x 88 mm) trading cards. Cards can also be stored in the inner sleeve or outer sleeve,https://media.alshaya.com/adobe/assets/urn:aaid:aem:38325dfe-a7f6-4173-9507-91cfa7ecbc52/as/SK-J-4550583767020.jpg?width=638&height=638&preferwebp=true,https://www.muji.ae/en/buy-viewable-once-card-file-15-pockets-clear.html
"Selectable Pocket Series Refill For A4 Wide, 9 Pockets, 10 Sheets",AED 19.00,Clear,,This refill is suitable for storing postcards (100 x 148 mm). It is made of a highly transparent material. It can also be stored in an inner sleeve.,https://media.alshaya.com/adobe/assets/urn:aaid:aem:4bfb3365-beb1-4453-b1ea-67b17bc73472/as/SK-J-4550583766764.jpg?width=638&height=638&preferwebp=true,https://www.muji.ae/en/buy-selectable-pocket-series-refill-a4-wide-9-pockets-10-sheets-clear.html
"Acrylic Accessory Storage, 3 Steps, W 8.7 X D 17 X H 25.2 Cm",AED 249.00,Clear,,"Delicate workmanship makes this acrylic accessory storage smooth at the corner and edge making it easy to draw the drawers to open and close. It comes with the same height as the MDF box and 6 storage boxes that can be placed side by side. If you change the direction of the drawer, you can place it vertically or horizontally. It comes in a dimension of W 8.7 x D 17 x H 25.2 cm that is ideal for varied storage Durable and long-lasting, it is made from acrylic resin that is convenient for visible storage.",https://media.alshaya.com/adobe/assets/urn:aaid:aem:b97abe48-a827-4b93-8cd4-1b187d4ad489/as/SK-J-4934761798202.jpg?width=638&height=638&preferwebp=true,https://www.muji.ae/en/buy-acrylic-accessory-storage-3-steps-w-87-x-d-17-x-h-252-cm-clear.html
"Selectable Pocket Series Refill For A4 Wide, 4 Pockets, 2 Sheets",AED 19.00,Clear,,This refill is suitable for storing acrylic stands and acrylic key chains. It is made of a highly transparent material that is resistant to damage to the contents inside. The pocket has a flap to prevent items from falling out,https://media.alshaya.com/adobe/assets/urn:aaid:aem:5fbd0039-2a54-41c5-b764-43606aa3350e/as/SK-J-4550583766726.jpg?width=638&height=638&preferwebp=true,https://www.muji.ae/en/buy-selectable-pocket-series-refill-a4-wide-4-pockets-2-sheets-clear.html
